Ref_Date,GEO,CHAR,DURATION,Vector,Coordinate,Value
2007,Quebec,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857427,6.41.1,9245.0
2008,Quebec,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857427,6.41.1,9566.0
2009,Quebec,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857427,6.41.1,9038.0
2010,Quebec,"Profession, manufacturing, construction and transport occupations","Total travel (x 1,000)",v52857427,6.41.1,8703.0
2006,Quebec,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857428,6.41.2,3053.0
2007,Quebec,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857428,6.41.2,3123.0
2008,Quebec,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857428,6.41.2,3235.0
2009,Quebec,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857428,6.41.2,2938.0
2010,Quebec,"Profession, manufacturing, construction and transport occupations","Overnight travel (x 1,000)",v52857428,6.41.2,2871.0
2006,Quebec,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857429,6.42.1,11846.0
2007,Quebec,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857429,6.42.1,11632.0
2008,Quebec,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857429,6.42.1,12453.0
2009,Quebec,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857429,6.42.1,12894.0
2010,Quebec,"Profession, not stated/not applicable","Total travel (x 1,000)",v52857429,6.42.1,13910.0
2006,Quebec,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857430,6.42.2,4174.0
2007,Quebec,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857430,6.42.2,3874.0
2008,Quebec,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857430,6.42.2,4228.0
2009,Quebec,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857430,6.42.2,4114.0
2010,Quebec,"Profession, not stated/not applicable","Overnight travel (x 1,000)",v52857430,6.42.2,4665.0
2006,Ontario,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857431,7.1.1,83036.0
2007,Ontario,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857431,7.1.1,86903.0
2008,Ontario,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857431,7.1.1,84995.0
2009,Ontario,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857431,7.1.1,88412.0
2010,Ontario,"Travel duration, total, same day and overnight travel","Total travel (x 1,000)",v52857431,7.1.1,90174.0
2006,Ontario,"Travel duration, same day","Total travel (x 1,000)",v52857432,7.2.1,49975.0
2007,Ontario,"Travel duration, same day","Total travel (x 1,000)",v52857432,7.2.1,53064.0
2008,Ontario,"Travel duration, same day","Total travel (x 1,000)",v52857432,7.2.1,51479.0
2009,Ontario,"Travel duration, same day","Total travel (x 1,000)",v52857432,7.2.1,53544.0
2010,Ontario,"Travel duration, same day","Total travel (x 1,000)",v52857432,7.2.1,55734.0
2006,Ontario,"Travel duration, overnight","Total travel (x 1,000)",v52857433,7.3.1,33060.0
2007,Ontario,"Travel duration, overnight","Total travel (x 1,000)",v52857433,7.3.1,33839.0
2008,Ontario,"Travel duration, overnight","Total travel (x 1,000)",v52857433,7.3.1,33516.0
2009,Ontario,"Travel duration, overnight","Total travel (x 1,000)",v52857433,7.3.1,34868.0
2010,Ontario,"Travel duration, overnight","Total travel (x 1,000)",v52857433,7.3.1,34440.0
2006,Ontario,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857434,7.4.1,4490.0
2007,Ontario,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857434,7.4.1,4684.0
2008,Ontario,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857434,7.4.1,4042.0
2009,Ontario,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857434,7.4.1,4118.0
2010,Ontario,"Type of travel, non-residents travel","Total travel (x 1,000)",v52857434,7.4.1,4822.0
2006,Ontario,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857435,7.4.2,3207.0
2007,Ontario,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857435,7.4.2,3369.0
2008,Ontario,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857435,7.4.2,2936.0
2009,Ontario,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857435,7.4.2,2929.0
2010,Ontario,"Type of travel, non-residents travel","Overnight travel (x 1,000)",v52857435,7.4.2,3350.0
2006,Ontario,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857436,7.5.1,78546.0
2007,Ontario,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857436,7.5.1,82219.0
2008,Ontario,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857436,7.5.1,80953.0
2009,Ontario,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857436,7.5.1,84294.0
2010,Ontario,"Type of travel, intraprovincial travel","Total travel (x 1,000)",v52857436,7.5.1,85352.0
2006,Ontario,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857437,7.5.2,29853.0
2007,Ontario,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857437,7.5.2,30470.0
2008,Ontario,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857437,7.5.2,30580.0
2009,Ontario,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857437,7.5.2,31939.0
2010,Ontario,"Type of travel, intraprovincial travel","Overnight travel (x 1,000)",v52857437,7.5.2,31090.0
2006,Ontario,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857438,7.6.1,43323.0
2007,Ontario,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857438,7.6.1,46431.0
2008,Ontario,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857438,7.6.1,43757.0
2009,Ontario,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857438,7.6.1,44890.0
2010,Ontario,"Age and sex, males, 18 years and over","Total travel (x 1,000)",v52857438,7.6.1,45729.0
2006,Ontario,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857439,7.6.2,16191.0
2007,Ontario,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857439,7.6.2,17168.0
2008,Ontario,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857439,7.6.2,16633.0
2009,Ontario,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857439,7.6.2,17101.0
2010,Ontario,"Age and sex, males, 18 years and over","Overnight travel (x 1,000)",v52857439,7.6.2,16429.0
2006,Ontario,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857440,7.7.1,39712.0
2007,Ontario,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857440,7.7.1,40471.0
2008,Ontario,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857440,7.7.1,41238.0
2009,Ontario,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857440,7.7.1,43522.0
2010,Ontario,"Age and sex, females, 18 years and over","Total travel (x 1,000)",v52857440,7.7.1,44445.0
2006,Ontario,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857441,7.7.2,16869.0
2007,Ontario,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857441,7.7.2,16671.0
2008,Ontario,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857441,7.7.2,16883.0
2009,Ontario,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857441,7.7.2,17767.0
2010,Ontario,"Age and sex, females, 18 years and over","Overnight travel (x 1,000)",v52857441,7.7.2,18011.0
2006,Ontario,"Marital status, married","Total travel (x 1,000)",v52857442,7.8.1,46077.0
2007,Ontario,"Marital status, married","Total travel (x 1,000)",v52857442,7.8.1,48966.0
2008,Ontario,"Marital status, married","Total travel (x 1,000)",v52857442,7.8.1,49372.0
2009,Ontario,"Marital status, married","Total travel (x 1,000)",v52857442,7.8.1,49004.0
2010,Ontario,"Marital status, married","Total travel (x 1,000)",v52857442,7.8.1,51807.0
2006,Ontario,"Marital status, married","Overnight travel (x 1,000)",v52857443,7.8.2,16695.0
2007,Ontario,"Marital status, married","Overnight travel (x 1,000)",v52857443,7.8.2,16954.0
2008,Ontario,"Marital status, married","Overnight travel (x 1,000)",v52857443,7.8.2,17520.0
2009,Ontario,"Marital status, married","Overnight travel (x 1,000)",v52857443,7.8.2,17273.0
2010,Ontario,"Marital status, married","Overnight travel (x 1,000)",v52857443,7.8.2,17401.0
2006,Ontario,"Marital status, living in common law","Total travel (x 1,000)",v52857444,7.9.1,6740.0
2007,Ontario,"Marital status, living in common law","Total travel (x 1,000)",v52857444,7.9.1,7148.0
2008,Ontario,"Marital status, living in common law","Total travel (x 1,000)",v52857444,7.9.1,6879.0
2009,Ontario,"Marital status, living in common law","Total travel (x 1,000)",v52857444,7.9.1,7965.0
2010,Ontario,"Marital status, living in common law","Total travel (x 1,000)",v52857444,7.9.1,8718.0
2006,Ontario,"Marital status, living in common law","Overnight travel (x 1,000)",v52857445,7.9.2,2556.0
2007,Ontario,"Marital status, living in common law","Overnight travel (x 1,000)",v52857445,7.9.2,2975.0
2008,Ontario,"Marital status, living in common law","Overnight travel (x 1,000)",v52857445,7.9.2,2824.0
2009,Ontario,"Marital status, living in common law","Overnight travel (x 1,000)",v52857445,7.9.2,3347.0
2010,Ontario,"Marital status, living in common law","Overnight travel (x 1,000)",v52857445,7.9.2,3888.0
2006,Ontario,"Marital status, widowed","Total travel (x 1,000)",v52857446,7.10.1,2696.0
2007,Ontario,"Marital status, widowed","Total travel (x 1,000)",v52857446,7.10.1,2431.0
2008,Ontario,"Marital status, widowed","Total travel (x 1,000)",v52857446,7.10.1,2685.0
2009,Ontario,"Marital status, widowed","Total travel (x 1,000)",v52857446,7.10.1,2878.0
2010,Ontario,"Marital status, widowed","Total travel (x 1,000)",v52857446,7.10.1,2891.0
2006,Ontario,"Marital status, widowed","Overnight travel (x 1,000)",v52857447,7.10.2,1022.0
2007,Ontario,"Marital status, widowed","Overnight travel (x 1,000)",v52857447,7.10.2,929.0
2008,Ontario,"Marital status, widowed","Overnight travel (x 1,000)",v52857447,7.10.2,1029.0
2009,Ontario,"Marital status, widowed","Overnight travel (x 1,000)",v52857447,7.10.2,1132.0
2010,Ontario,"Marital status, widowed","Overnight travel (x 1,000)",v52857447,7.10.2,1182.0
2006,Ontario,"Marital status, separated","Total travel (x 1,000)",v52857448,7.11.1,2071.0
2007,Ontario,"Marital status, separated","Total travel (x 1,000)",v52857448,7.11.1,2228.0
2008,Ontario,"Marital status, separated","Total travel (x 1,000)",v52857448,7.11.1,2557.0
2009,Ontario,"Marital status, separated","Total travel (x 1,000)",v52857448,7.11.1,2752.0
2010,Ontario,"Marital status, separated","Total travel (x 1,000)",v52857448,7.11.1,2436.0
2006,Ontario,"Marital status, separated","Overnight travel (x 1,000)",v52857449,7.11.2,949.0
2007,Ontario,"Marital status, separated","Overnight travel (x 1,000)",v52857449,7.11.2,795.0
2008,Ontario,"Marital status, separated","Overnight travel (x 1,000)",v52857449,7.11.2,909.0
2009,Ontario,"Marital status, separated","Overnight travel (x 1,000)",v52857449,7.11.2,937.0
2010,Ontario,"Marital status, separated","Overnight travel (x 1,000)",v52857449,7.11.2,940.0
2006,Ontario,"Marital status, divorced","Total travel (x 1,000)",v52857450,7.12.1,3822.0
2007,Ontario,"Marital status, divorced","Total travel (x 1,000)",v52857450,7.12.1,3599.0
2008,Ontario,"Marital status, divorced","Total travel (x 1,000)",v52857450,7.12.1,3304.0
2009,Ontario,"Marital status, divorced","Total travel (x 1,000)",v52857450,7.12.1,4090.0
2010,Ontario,"Marital status, divorced","Total travel (x 1,000)",v52857450,7.12.1,3564.0
2006,Ontario,"Marital status, divorced","Overnight travel (x 1,000)",v52857451,7.12.2,1475.0
2007,Ontario,"Marital status, divorced","Overnight travel (x 1,000)",v52857451,7.12.2,1454.0
2008,Ontario,"Marital status, divorced","Overnight travel (x 1,000)",v52857451,7.12.2,1356.0
2009,Ontario,"Marital status, divorced","Overnight travel (x 1,000)",v52857451,7.12.2,1478.0
2010,Ontario,"Marital status, divorced","Overnight travel (x 1,000)",v52857451,7.12.2,1328.0
2006,Ontario,"Marital status, single, never married","Total travel (x 1,000)",v52857452,7.13.1,21630.0
2007,Ontario,"Marital status, single, never married","Total travel (x 1,000)",v52857452,7.13.1,22531.0
2008,Ontario,"Marital status, single, never married","Total travel (x 1,000)",v52857452,7.13.1,20196.0
2009,Ontario,"Marital status, single, never married","Total travel (x 1,000)",v52857452,7.13.1,21723.0
2010,Ontario,"Marital status, single, never married","Total travel (x 1,000)",v52857452,7.13.1,20758.0
2006,Ontario,"Marital status, single, never married","Overnight travel (x 1,000)",v52857453,7.13.2,10364.0
2007,Ontario,"Marital status, single, never married","Overnight travel (x 1,000)",v52857453,7.13.2,10732.0
2008,Ontario,"Marital status, single, never married","Overnight travel (x 1,000)",v52857453,7.13.2,9878.0
2009,Ontario,"Marital status, single, never married","Overnight travel (x 1,000)",v52857453,7.13.2,10702.0
2010,Ontario,"Marital status, single, never married","Overnight travel (x 1,000)",v52857453,7.13.2,9701.0
2006,Ontario,"Income level, under $25,000","Total travel (x 1,000)",v52857454,7.14.1,5797.0
2007,Ontario,"Income level, under $25,000","Total travel (x 1,000)",v52857454,7.14.1,5559.0
2008,Ontario,"Income level, under $25,000","Total travel (x 1,000)",v52857454,7.14.1,5319.0
2009,Ontario,"Income level, under $25,000","Total travel (x 1,000)",v52857454,7.14.1,6842.0
2010,Ontario,"Income level, under $25,000","Total travel (x 1,000)",v52857454,7.14.1,6108.0
2006,Ontario,"Income level, under $25,000","Overnight travel (x 1,000)",v52857455,7.14.2,2479.0
2007,Ontario,"Income level, under $25,000","Overnight travel (x 1,000)",v52857455,7.14.2,2237.0
2008,Ontario,"Income level, under $25,000","Overnight travel (x 1,000)",v52857455,7.14.2,2148.0
2009,Ontario,"Income level, under $25,000","Overnight travel (x 1,000)",v52857455,7.14.2,2891.0
2010,Ontario,"Income level, under $25,000","Overnight travel (x 1,000)",v52857455,7.14.2,2695.0
2006,Ontario,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857456,7.15.1,14632.0
2007,Ontario,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857456,7.15.1,14579.0
2008,Ontario,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857456,7.15.1,13710.0
2009,Ontario,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857456,7.15.1,13879.0
2010,Ontario,"Income level, $25,000 to $49,999","Total travel (x 1,000)",v52857456,7.15.1,15497.0
2006,Ontario,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857457,7.15.2,5370.0
2007,Ontario,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857457,7.15.2,5147.0
2008,Ontario,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857457,7.15.2,4933.0
2009,Ontario,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857457,7.15.2,5016.0
2010,Ontario,"Income level, $25,000 to $49,999","Overnight travel (x 1,000)",v52857457,7.15.2,5406.0
2006,Ontario,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857458,7.16.1,16722.0
2007,Ontario,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857458,7.16.1,17169.0
2008,Ontario,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857458,7.16.1,16142.0
2009,Ontario,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857458,7.16.1,18789.0
2010,Ontario,"Income level, $50,000 to $74,999","Total travel (x 1,000)",v52857458,7.16.1,16669.0
2006,Ontario,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857459,7.16.2,6119.0
2007,Ontario,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857459,7.16.2,6433.0
2008,Ontario,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857459,7.16.2,5688.0
2009,Ontario,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857459,7.16.2,7006.0
2010,Ontario,"Income level, $50,000 to $74,999","Overnight travel (x 1,000)",v52857459,7.16.2,6154.0
2006,Ontario,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857460,7.17.1,13383.0
2007,Ontario,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857460,7.17.1,14857.0
2008,Ontario,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857460,7.17.1,13163.0
2009,Ontario,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857460,7.17.1,13070.0
2010,Ontario,"Income level, $75,000 to $99,999","Total travel (x 1,000)",v52857460,7.17.1,13325.0
2006,Ontario,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857461,7.17.2,5250.0
2007,Ontario,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857461,7.17.2,5033.0
2008,Ontario,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857461,7.17.2,5062.0
2009,Ontario,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857461,7.17.2,4571.0
2010,Ontario,"Income level, $75,000 to $99,999","Overnight travel (x 1,000)",v52857461,7.17.2,4957.0
2006,Ontario,"Income level, $100,000 and over","Total travel (x 1,000)",v52857462,7.18.1,22908.0
2007,Ontario,"Income level, $100,000 and over","Total travel (x 1,000)",v52857462,7.18.1,24650.0
2008,Ontario,"Income level, $100,000 and over","Total travel (x 1,000)",v52857462,7.18.1,26917.0
2009,Ontario,"Income level, $100,000 and over","Total travel (x 1,000)",v52857462,7.18.1,27119.0
2010,Ontario,"Income level, $100,000 and over","Total travel (x 1,000)",v52857462,7.18.1,28656.0
2006,Ontario,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857463,7.18.2,9837.0
2007,Ontario,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857463,7.18.2,10810.0
2008,Ontario,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857463,7.18.2,11785.0
2009,Ontario,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857463,7.18.2,11649.0
2010,Ontario,"Income level, $100,000 and over","Overnight travel (x 1,000)",v52857463,7.18.2,11258.0
2006,Ontario,"Income level, not stated","Total travel (x 1,000)",v52857464,7.19.1,9594.0
2007,Ontario,"Income level, not stated","Total travel (x 1,000)",v52857464,7.19.1,10088.0
2008,Ontario,"Income level, not stated","Total travel (x 1,000)",v52857464,7.19.1,9745.0
2009,Ontario,"Income level, not stated","Total travel (x 1,000)",v52857464,7.19.1,8714.0
2010,Ontario,"Income level, not stated","Total travel (x 1,000)",v52857464,7.19.1,9919.0
2006,Ontario,"Income level, not stated","Overnight travel (x 1,000)",v52857465,7.19.2,4005.0
2007,Ontario,"Income level, not stated","Overnight travel (x 1,000)",v52857465,7.19.2,4180.0
2008,Ontario,"Income level, not stated","Overnight travel (x 1,000)",v52857465,7.19.2,3899.0
2009,Ontario,"Income level, not stated","Overnight travel (x 1,000)",v52857465,7.19.2,3736.0
2010,Ontario,"Income level, not stated","Overnight travel (x 1,000)",v52857465,7.19.2,3969.0
2006,Ontario,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857466,7.20.1,3832.0
2007,Ontario,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857466,7.20.1,3951.0
2008,Ontario,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857466,7.20.1,3794.0
2009,Ontario,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857466,7.20.1,3528.0
2010,Ontario,"Age group, 18 - 19 years","Total travel (x 1,000)",v52857466,7.20.1,3222.0
2006,Ontario,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857467,7.20.2,1861.0
2007,Ontario,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857467,7.20.2,1802.0
2008,Ontario,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857467,7.20.2,1762.0
2009,Ontario,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857467,7.20.2,1615.0
2010,Ontario,"Age group, 18 - 19 years","Overnight travel (x 1,000)",v52857467,7.20.2,1490.0
2006,Ontario,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857468,7.21.1,8956.0
2007,Ontario,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857468,7.21.1,8945.0
2008,Ontario,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857468,7.21.1,8674.0
2009,Ontario,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857468,7.21.1,8655.0
2010,Ontario,"Age group, 20 to 24 years","Total travel (x 1,000)",v52857468,7.21.1,8408.0
2006,Ontario,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857469,7.21.2,4261.0
2007,Ontario,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857469,7.21.2,4376.0
2008,Ontario,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857469,7.21.2,4482.0
2009,Ontario,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857469,7.21.2,4159.0
2010,Ontario,"Age group, 20 to 24 years","Overnight travel (x 1,000)",v52857469,7.21.2,4213.0
2006,Ontario,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857470,7.22.1,16152.0
2007,Ontario,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857470,7.22.1,16790.0
2008,Ontario,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857470,7.22.1,15335.0
2009,Ontario,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857470,7.22.1,16348.0
2010,Ontario,"Age group, 25 to 34 years","Total travel (x 1,000)",v52857470,7.22.1,17136.0
2006,Ontario,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857471,7.22.2,6768.0
2007,Ontario,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857471,7.22.2,7365.0
2008,Ontario,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857471,7.22.2,6622.0
2009,Ontario,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857471,7.22.2,6971.0
2010,Ontario,"Age group, 25 to 34 years","Overnight travel (x 1,000)",v52857471,7.22.2,7348.0
2006,Ontario,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857472,7.23.1,16361.0
2007,Ontario,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857472,7.23.1,16850.0
2008,Ontario,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857472,7.23.1,15552.0
2009,Ontario,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857472,7.23.1,16542.0
2010,Ontario,"Age group, 35 to 44 years","Total travel (x 1,000)",v52857472,7.23.1,15757.0
2006,Ontario,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857473,7.23.2,6539.0
2007,Ontario,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857473,7.23.2,6294.0
2008,Ontario,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857473,7.23.2,5791.0
2009,Ontario,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857473,7.23.2,6802.0
2010,Ontario,"Age group, 35 to 44 years","Overnight travel (x 1,000)",v52857473,7.23.2,5801.0
2006,Ontario,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857474,7.24.1,15765.0
2007,Ontario,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857474,7.24.1,17338.0
2008,Ontario,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857474,7.24.1,17238.0
2009,Ontario,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857474,7.24.1,18212.0
2010,Ontario,"Age group, 45 to 54 years","Total travel (x 1,000)",v52857474,7.24.1,18378.0
2006,Ontario,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857475,7.24.2,6032.0
2007,Ontario,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857475,7.24.2,6182.0
2008,Ontario,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857475,7.24.2,6326.0
2009,Ontario,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857475,7.24.2,6485.0
2010,Ontario,"Age group, 45 to 54 years","Overnight travel (x 1,000)",v52857475,7.24.2,6725.0
2006,Ontario,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857476,7.25.1,12308.0
2007,Ontario,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857476,7.25.1,12889.0
2008,Ontario,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857476,7.25.1,13424.0
2009,Ontario,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857476,7.25.1,13746.0
2010,Ontario,"Age group, 55 to 64 years","Total travel (x 1,000)",v52857476,7.25.1,15365.0
2006,Ontario,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857477,7.25.2,4351.0
2007,Ontario,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857477,7.25.2,4695.0
2008,Ontario,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857477,7.25.2,4792.0
2009,Ontario,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857477,7.25.2,4947.0
2010,Ontario,"Age group, 55 to 64 years","Overnight travel (x 1,000)",v52857477,7.25.2,5139.0
2006,Ontario,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857478,7.26.1,3954.0
2007,Ontario,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857478,7.26.1,3626.0
2008,Ontario,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857478,7.26.1,4172.0
2009,Ontario,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857478,7.26.1,4824.0
2010,Ontario,"Age group, 65 to 69 years","Total travel (x 1,000)",v52857478,7.26.1,4697.0
2006,Ontario,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857479,7.26.2,1242.0
2007,Ontario,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857479,7.26.2,1262.0
2008,Ontario,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857479,7.26.2,1449.0
2009,Ontario,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857479,7.26.2,1786.0
2010,Ontario,"Age group, 65 to 69 years","Overnight travel (x 1,000)",v52857479,7.26.2,1525.0
2006,Ontario,"Age group, 70 years and over","Total travel (x 1,000)",v52857480,7.27.1,5708.0
2007,Ontario,"Age group, 70 years and over","Total travel (x 1,000)",v52857480,7.27.1,6513.0
2008,Ontario,"Age group, 70 years and over","Total travel (x 1,000)",v52857480,7.27.1,6805.0
2009,Ontario,"Age group, 70 years and over","Total travel (x 1,000)",v52857480,7.27.1,6558.0
2010,Ontario,"Age group, 70 years and over","Total travel (x 1,000)",v52857480,7.27.1,7212.0
2006,Ontario,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857481,7.27.2,2005.0
2007,Ontario,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857481,7.27.2,1862.0
2008,Ontario,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857481,7.27.2,2293.0
2009,Ontario,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857481,7.27.2,2102.0
2010,Ontario,"Age group, 70 years and over","Overnight travel (x 1,000)",v52857481,7.27.2,2200.0
2006,Ontario,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857482,7.28.1,1790.0
2007,Ontario,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857482,7.28.1,1680.0
2008,Ontario,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857482,7.28.1,1681.0
2009,Ontario,"Educational attainment, grade 8 or lower","Total travel (x 1,000)",v52857482,7.28.1,1536.0
